Epoch,Time (s),Train Loss,Test Loss,BIC
1,8.31926703453064,998.8684155249016,255.66408256187535,435009.41593398864
2,16.673125982284546,734.6058277821089,238.40141322885046,434974.8905953226
3,25.08447289466858,730.774432066279,243.96343571825602,434986.0146403014
4,33.4076189994812,733.3135251487307,224.8327089356663,434947.7531867362
5,41.744585037231445,729.4125548969369,223.26076374610952,434944.6092963571
6,50.00273394584656,710.135939212237,223.33667434676903,434944.7611175584
7,58.30444097518921,709.8486321876036,223.33667434676903,434944.7611175584
8,66.57709407806396,709.8486321876037,223.33667434676903,434944.7611175584
9,74.86288499832153,709.8486321876037,223.33667434676903,434944.7611175584
10,83.140310049057,709.8486321876039,223.33667434676903,434944.7611175584
11,91.41339898109436,709.8486321876036,223.33667434676903,434944.7611175584
12,99.69512701034546,709.8486321876039,223.33667434676903,434944.7611175584
13,107.95978093147278,709.8486321876039,223.33667434676903,434944.7611175584
14,116.182363986969,709.8486321876036,223.33667434676903,434944.7611175584
15,124.46841788291931,709.8486321876036,223.33667434676903,434944.7611175584
16,132.75213098526,709.8486321876034,223.33667434676903,434944.7611175584
17,141.05986785888672,709.8486321876036,223.33667434676903,434944.7611175584
18,149.32568407058716,709.8486321876038,223.33667434676903,434944.7611175584
19,157.59572196006775,709.8135022216161,223.33667434676903,434944.7611175584
20,165.85693907737732,709.8486321876036,223.33667434676903,434944.7611175584
21,174.21852493286133,709.8400486859942,223.33667434676903,434944.7611175584
22,182.5556080341339,709.849760375945,223.33667434676903,434944.7611175584
23,190.88038802146912,709.8486321876037,223.33667434676903,434944.7611175584
24,199.2516529560089,709.8486321876035,223.33667434676903,434944.7611175584
25,207.58622002601624,709.8486321876038,223.33667434676903,434944.7611175584
26,215.83012104034424,709.8486321876036,223.33667434676903,434944.7611175584
27,224.12718987464905,709.7086716475453,223.33667434676903,434944.7611175584
28,232.38303303718567,709.8486321876035,223.33667434676903,434944.7611175584
29,240.68630504608154,709.8486321876037,223.33667434676903,434944.7611175584
30,248.98214292526245,709.8486321876037,223.33667434676903,434944.7611175584
31,257.30876088142395,709.8485838518445,223.33667434676903,434944.7611175584
32,265.66874504089355,709.8232621307388,223.33667434676903,434944.7611175584
33,273.951956987381,709.8486321876037,223.33667434676903,434944.7611175584
34,282.23638892173767,709.8111077895275,223.33667434676903,434944.7611175584
35,290.71183800697327,709.8489252468319,223.33667434676903,434944.7611175584
36,298.99786496162415,709.8486321876037,223.33667434676903,434944.7611175584
37,307.403785943985,709.8486321876036,223.33667434676903,434944.7611175584
38,315.7004590034485,709.8486321876034,223.33667434676903,434944.7611175584
39,323.96826696395874,709.8486321876037,223.33667434676903,434944.7611175584
40,332.2454810142517,709.7665731285165,223.33667434676903,434944.7611175584
41,340.5403389930725,709.2802816627973,223.256031022303,434944.59983090946
42,348.8682129383087,709.8664254055561,223.322298294944,434944.7323654548
43,357.2233500480652,709.8486321876037,223.3312124018588,434944.7501936686
44,365.5585689544678,752.0048811156291,225.43833433338244,434948.96443753166
45,373.9239559173584,712.7475103223547,223.33667434676903,434944.7611175584
46,382.2317440509796,709.8527773659433,223.33667434676903,434944.7611175584
47,390.5861220359802,710.0271914668103,223.33667434676903,434944.7611175584
48,398.8956780433655,709.8077746988101,223.33667434676903,434944.7611175584
49,407.2522430419922,709.8126890384489,223.33667434676903,434944.7611175584
50,415.57247591018677,709.8486321876035,223.33667434676903,434944.7611175584
