Epoch,Time (s),Train Loss,Test Loss,BIC
1,4.9994730949401855,1509.3251668482665,223.5235966731277,5.57278944647272e6
2,9.890632152557373,856.7005976060689,296.5631455814788,5.572935525570537e6
3,14.700634002685547,759.5290619247688,261.9334795722023,5.572866266238518e6
4,19.423838138580322,777.960697666523,228.53005318445463,5.572799459385742e6
5,24.318175077438354,771.882136535378,222.74603342766977,5.572787891346229e6
6,29.166270971298218,732.4573146284624,222.63576477278744,5.57278767080892e6
7,33.9734091758728,735.4481564355868,233.2320034303726,5.572808863286234e6
8,38.85073709487915,749.3273551228026,233.02113697313234,5.57280844155332e6
9,43.691352128982544,743.674420411411,224.79215611211285,5.5727919835915975e6
10,48.51092195510864,739.3507406983717,228.30754051620158,5.572799014360406e6
11,53.29237198829651,723.4203991686111,227.68388316166087,5.572797767045697e6
12,58.17614698410034,719.2191093199093,270.5296359162994,5.572883458551207e6
13,63.04910397529602,734.9154990752486,222.88888571162613,5.572788177050797e6
14,67.77678418159485,713.855385624589,222.6392981429746,5.572787677875659e6
15,72.64835405349731,730.6317552738032,222.5633104769809,5.572787525900328e6
16,77.50662517547607,717.5759385406297,223.56180771586284,5.572789522894805e6
17,82.42722010612488,715.2109413190851,227.6733954549451,5.572797746070283e6
18,87.24165105819702,719.8338395063855,223.0390010755412,5.572788477281525e6
19,92.09765815734863,713.7281738208804,228.21224671062816,5.572798823772795e6
20,96.98205518722534,717.0860054636692,222.65098091789008,5.572787701241209e6
21,101.77489805221558,723.8874797843613,225.9082286882266,5.5727942157367505e6
22,106.70509099960327,713.6142583080314,224.1538827450221,5.572790707044864e6
23,111.5569760799408,715.4873019047537,223.00798106398915,5.572788415241501e6
24,116.37883710861206,714.3668765640664,223.56421659035502,5.572789527712555e6
25,121.16820311546326,715.3087547362676,223.44428479032405,5.572789287848954e6
26,126.0132360458374,712.4315585180716,222.91108748448596,5.572788221454343e6
27,130.90172505378723,711.6793966418712,223.05838085199875,5.572788516041078e6
28,135.73570919036865,715.9546411982209,223.63628417852541,5.572789671847731e6
29,140.50635504722595,710.8138152834468,222.65259471462966,5.572787704468803e6
30,145.33359718322754,712.6588991967782,227.43168621267682,5.572797262651799e6
31,150.21054911613464,715.0207470928109,227.1590859829111,5.57279671745134e6
32,155.10663509368896,712.5856710727173,222.67028372728515,5.572787739846828e6
33,159.94289803504944,712.5583778319108,222.8473732703726,5.572788094025915e6
34,164.83134818077087,709.8780628323631,233.2940640699713,5.572808987407514e6
35,169.7328691482544,716.0772598210747,223.32385860264853,5.572789046996579e6
36,174.67482995986938,718.2814909295081,222.72186808293912,5.572787843015539e6
37,179.52753496170044,718.1287748755543,224.9465176018614,5.572792292314578e6
38,184.44635200500488,712.4320812826703,226.04891552786256,5.572794497110429e6
39,189.31469798088074,714.9294933241416,225.39459023044088,5.572793188459835e6
40,194.17295098304749,710.7970944316071,222.67111438014206,5.572787741508134e6
41,198.92887806892395,712.8559733036188,223.12339798059395,5.572788646075335e6
42,203.80904006958008,713.5318853418588,222.62763169182196,5.572787654542757e6
43,208.81443810462952,709.9110754823853,225.98359675289495,5.572794366472879e6
44,213.66103315353394,717.3712044655132,224.9514591106178,5.572792302197595e6
45,218.35503101348877,713.7532533097057,223.30487276438706,5.572789009024902e6
46,223.2614450454712,716.1824970017041,222.61743625395533,5.572787634151882e6
47,228.19146013259888,714.1857321016342,223.7402328561918,5.572789879745086e6
48,233.03453302383423,710.9102065052426,224.83076764221053,5.572792060814658e6
49,237.81448197364807,713.3141069544924,224.38021212352342,5.572791159703621e6
50,242.71339011192322,712.0528938935712,222.78573193208175,5.572787970743238e6
